eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
87.36,-2.130000114440918,60.0,0.0006173601723276079,0.0,2.707412004470825,-0.0005984513554722071,0.37541869282722473,-0.02864384651184082,1.0,256.0,270.74624184399727,16384.0
80.69,-2.4000000953674316,60.0,0.00266892253421247,0.015299479477107525,2.701153516769409,-0.00168482621666044,0.1514124721288681,0.04818028211593628,2.0,512.0,542.2220523210126,32768.0
83.11,-1.600000023841858,60.0,0.001904023694805801,0.0072835288010537624,2.6946372985839844,-0.0013584281550720334,0.1421670764684677,0.15355288982391357,3.0,768.0,814.2377283610112,49152.0
82.77,-2.059999942779541,60.0,0.002014660509303212,0.0053914389573037624,2.695624589920044,-0.001730038202367723,0.14399348199367523,0.23888248205184937,4.0,1024.0,1085.8381945150031,65536.0
83.43,-2.2300000190734863,60.0,0.0007677034009248018,0.001708984375,2.6983134746551514,-0.0006783176213502884,0.15276159346103668,0.3113495707511902,5.0,1280.0,1356.3376916200214,81920.0
80.4,-2.2699999809265137,60.0,0.0010447887470945716,0.0014851888408884406,2.6923916339874268,-0.0017047100700438023,0.13731646537780762,0.40256166458129883,6.0,1536.0,1626.4127110450063,98304.0
81.51,-2.240000009536743,60.0,0.0012093845289200544,0.0025838215369731188,2.693290948867798,-0.0019954699091613293,0.13393616676330566,0.45130670070648193,7.0,1792.0,1895.9559624140093,114688.0
79.88,-2.049999952316284,60.0,0.0034249674063175917,0.02073160745203495,2.6797664165496826,-0.003513554809615016,0.13173414766788483,0.4445933699607849,8.0,2048.0,2165.638458108995,131072.0
77.49,-1.75,60.0,0.0025532625149935484,0.011189778335392475,2.6900908946990967,-0.0033840646501630545,0.10534664988517761,0.47521722316741943,9.0,2304.0,2435.1110528180143,147456.0
86.24,-2.2799999713897705,60.0,0.0035972073674201965,0.02646891213953495,2.6793053150177,-0.005095721688121557,0.11210612207651138,0.5003686249256134,10.0,2560.0,2704.710628314002,163840.0
86.32,-1.3200000524520874,60.0,0.0028226261492818594,0.02069091796875,2.6841299533843994,-0.005317585077136755,0.09734082967042923,0.5314248502254486,11.0,2816.0,2974.3005559520097,180224.0
80.49,-1.3700000047683716,60.0,0.0028860236052423716,0.02642822265625,2.6792891025543213,-0.005590170156210661,0.09718649834394455,0.45741236209869385,12.0,3072.0,3243.611908848019,196608.0
83.31,-1.350000023841858,60.0,0.003441557288169861,0.02581787109375,2.667933702468872,-0.006852251011878252,0.08803290873765945,0.4905642867088318,13.0,3328.0,3512.4198379290174,212992.0
79.66,-1.399999976158142,61.0,0.003944298718124628,0.0369873046875,2.6533901691436768,-0.007801483850926161,0.09550059586763382,0.5076899230480194,14.0,3584.0,3780.5012366930023,229376.0
85.51,-1.0099999904632568,61.0,0.0049400366842746735,0.0534464530646801,2.64790415763855,-0.009260891936719418,0.08506986498832703,0.5091474652290344,15.0,3840.0,4048.2655017210054,245760.0
83.09,-0.75,61.0,0.004725686740130186,0.049072265625,2.6428701877593994,-0.010710567235946655,0.0685555562376976,0.46742743253707886,16.0,4096.0,4316.252305917005,262144.0
