eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
83.12,-2.240000009536743,60.0,0.0017431965097784996,0.0009765625,2.7070865631103516,-0.000758741341996938,0.3126981258392334,-0.004848122596740723,1.0,256.0,271.7319824620499,16384.0
86.54,-3.059999942779541,60.0,0.0016300049610435963,0.0009765625,2.7061607837677,-0.00016577471978962421,0.16446293890476227,0.008311331272125244,2.0,512.0,543.0176611980423,32768.0
83.79,-2.25,60.0,0.0023226391058415174,0.0066731772385537624,2.703441619873047,-0.0017200469737872481,0.12293612957000732,0.05794864892959595,3.0,768.0,815.127989124041,49152.0
82.33,-1.7400000095367432,60.0,0.003833100898191333,0.02852376364171505,2.6930606365203857,-0.0020105934236198664,0.11899178475141525,0.13446122407913208,4.0,1024.0,1085.3585693850182,65536.0
86.65,-2.4200000762939453,60.0,0.0032855896279215813,0.02144368551671505,2.693289041519165,-0.002340613165870309,0.1292819380760193,0.27738136053085327,5.0,1280.0,1354.6167652730364,81920.0
82.47,-1.7899999618530273,60.0,0.002793019637465477,0.011088053695857525,2.687605619430542,-0.0014091781340539455,0.1258971095085144,0.3150908946990967,6.0,1536.0,1625.0881207539933,98304.0
90.35,-2.8299999237060547,60.0,0.0039473953656852245,0.0313924141228199,2.6807944774627686,-0.0032317398581653833,0.12793344259262085,0.37710660696029663,7.0,1792.0,1895.8439729110105,114688.0
83.22,-2.259999990463257,60.0,0.0037797826807945967,0.03017171286046505,2.6766350269317627,-0.0025058910250663757,0.10477758198976517,0.47861313819885254,8.0,2048.0,2167.562680837,131072.0
87.02,-1.5700000524520874,60.0,0.005398490000516176,0.0567830391228199,2.6650514602661133,-0.005491846706718206,0.11249765008687973,0.48666441440582275,9.0,2304.0,2437.2392224980285,147456.0
83.34,-1.4199999570846558,60.0,0.005106267053633928,0.05291748046875,2.6569578647613525,-0.004855129402130842,0.10751641541719437,0.5274318158626556,10.0,2560.0,2707.9347020169953,163840.0
83.78,-1.1100000143051147,60.0,0.005499741528183222,0.0572509765625,2.6546332836151123,-0.006164554972201586,0.08508285880088806,0.5152535438537598,11.0,2816.0,2979.048132468015,180224.0
83.0,-1.1799999475479126,60.0,0.005888273473829031,0.0640055313706398,2.6449766159057617,-0.006491615902632475,0.08593863248825073,0.48319172859191895,12.0,3072.0,3249.8651651790133,196608.0
81.16,-0.5400000214576721,60.0,0.00546041876077652,0.05914306640625,2.645339012145996,-0.008042402565479279,0.07198793441057205,0.507477194070816,13.0,3328.0,3520.4790990350302,212992.0
78.07,-0.6000000238418579,60.0,0.005821834784001112,0.0646565780043602,2.6370418071746826,-0.008538981899619102,0.05512965843081474,0.5265569090843201,14.0,3584.0,3791.408107543015,229376.0
79.27,-0.5099999904632568,60.0,0.007448675110936165,0.0942789688706398,2.6321089267730713,-0.011752184480428696,0.0643167644739151,0.4998067617416382,15.0,3840.0,4063.5624802579987,245760.0
78.46,-0.1899999976158142,60.0,0.006789037957787514,0.0833333358168602,2.6192750930786133,-0.010537974536418915,0.06720945984125137,0.4940902590751648,16.0,4096.0,4335.4200671680155,262144.0
85.59,-1.159999966621399,60.0,0.007518180180341005,0.0972900390625,2.6300156116485596,-0.009203425608575344,0.07310625910758972,0.5208919048309326,17.0,4352.0,4607.564606701024,278528.0
81.29,-0.5099999904632568,60.0,0.007077241316437721,0.0900472030043602,2.619420051574707,-0.011463125236332417,0.0697460025548935,0.5135784447193146,18.0,4608.0,4880.168261707993,294912.0
79.47,-0.09000000357627869,60.0,0.007936322130262852,0.0988566055893898,2.5972840785980225,-0.013268321752548218,0.058535244315862656,0.5455504357814789,19.0,4864.0,5152.512281742005,311296.0
80.32,-0.019999999552965164,60.0,0.008105865679681301,0.1067708358168602,2.5881640911102295,-0.014855357818305492,0.060821276158094406,0.5616681575775146,20.0,5120.0,5424.528976072033,327680.0
80.87,0.47999998927116394,60.0,0.008833207190036774,0.1143391951918602,2.569139242172241,-0.014227494597434998,0.059849534183740616,0.5572362542152405,21.0,5376.0,5695.9201025140355,344064.0
77.3,0.47999998927116394,61.0,0.010428070090711117,0.1430867463350296,2.5544941425323486,-0.014098151586949825,0.060354650020599365,0.6059682965278625,22.0,5632.0,5964.188384069013,360448.0
81.74,0.8700000047683716,60.0,0.010140574537217617,0.1347859650850296,2.5285398960113525,-0.013396627269685268,0.05159325525164604,0.5935199856758118,23.0,5888.0,6234.237009409,376832.0
79.11,1.090000033378601,60.0,0.010883231647312641,0.1486613005399704,2.5300676822662354,-0.01711866445839405,0.04752795770764351,0.5886593461036682,24.0,6144.0,6503.6207647740375,393216.0
82.91,0.5,60.0,0.012326815165579319,0.1613566130399704,2.5140159130096436,-0.013164502568542957,0.057617541402578354,0.6113497018814087,25.0,6400.0,6773.697139374039,409600.0
81.71,0.9399999976158142,60.0,0.011555527336895466,0.1557820588350296,2.507639169692993,-0.01602793112397194,0.04708848521113396,0.6828237771987915,26.0,6656.0,7042.728253088018,425984.0
82.12,1.059999942779541,60.0,0.012685060501098633,0.1696573942899704,2.497205972671509,-0.015602278523147106,0.06353091448545456,0.6134929358959198,27.0,6912.0,7312.283614390006,442368.0
86.03,1.350000023841858,60.0,0.010461664758622646,0.1432902067899704,2.493608236312866,-0.016243858262896538,0.05499689653515816,0.6810775101184845,28.0,7168.0,7583.753533195995,458752.0
87.45,1.3799999952316284,60.0,0.012142294086515903,0.16168212890625,2.4924185276031494,-0.0168046485632658,0.05513090267777443,0.6606902480125427,29.0,7424.0,7854.9768219180405,475136.0
91.16,1.75,60.0,0.01021493785083294,0.1433512419462204,2.496244192123413,-0.015172317624092102,0.051000434905290604,0.6835474073886871,30.0,7680.0,8125.91606859403,491520.0
80.5,1.5700000524520874,60.0,0.013626362197101116,0.1844685822725296,2.4851930141448975,-0.013705253601074219,0.044293537735939026,0.7457796931266785,31.0,7936.0,8394.525328006013,507904.0
86.05,1.690000057220459,61.0,0.01436769962310791,0.18798828125,2.4816887378692627,-0.015350562520325184,0.05881276726722717,0.6991541087627411,32.0,8192.0,8658.874366619042,524288.0
93.25,1.9199999570846558,61.0,0.012177047319710255,0.16510009765625,2.4652609825134277,-0.01937900111079216,0.057392168790102005,0.7345637381076813,33.0,8448.0,8925.063893089013,540672.0
91.51,1.5199999809265137,61.0,0.011888368986546993,0.15960693359375,2.4764533042907715,-0.017227888107299805,0.06019128859043121,0.6869714260101318,34.0,8704.0,9192.83458230202,557056.0
107.61,2.640000104904175,61.0,0.011925105936825275,0.1692097932100296,2.452859878540039,-0.017433444038033485,0.05480322614312172,0.7425017952919006,35.0,8960.0,9458.746219010034,573440.0
102.42,2.240000009536743,61.0,0.012289997190237045,0.1657918244600296,2.4364116191864014,-0.01809697598218918,0.04761124029755592,0.7465411722660065,36.0,9216.0,9723.809926716029,589824.0
101.0,2.440000057220459,63.0,nan,0.01544189453125,nan,nan,nan,0.7548307776451111,37.0,9472.0,9980.721383697004,606208.0
73.25,-1.2799999713897705,64.0,nan,0.0,nan,nan,nan,nan,38.0,9728.0,10234.491994465003,622592.0
76.8,-1.090000033378601,64.0,nan,0.0,nan,nan,nan,nan,39.0,9984.0,10488.692867316015,638976.0
75.68,-1.0,64.0,nan,0.0,nan,nan,nan,nan,40.0,10240.0,10742.400025183044,655360.0
75.96,-1.0199999809265137,63.0,nan,0.0,nan,nan,nan,nan,41.0,10496.0,10998.738137011998,671744.0
74.28,-0.5899999737739563,63.0,nan,0.0,nan,nan,nan,nan,42.0,10752.0,11255.524972937012,688128.0
76.02,-1.0800000429153442,63.0,nan,0.0,nan,nan,nan,nan,43.0,11008.0,11513.243761343998,704512.0
73.31,-0.9200000166893005,63.0,nan,0.0,nan,nan,nan,nan,44.0,11264.0,11769.59283329203,720896.0
73.89,-1.1200000047683716,63.0,nan,0.0,nan,nan,nan,nan,45.0,11520.0,12025.812753987033,737280.0
76.32,-0.9599999785423279,63.0,nan,0.0,nan,nan,nan,nan,46.0,11776.0,12282.505488983006,753664.0
74.21,-0.949999988079071,63.0,nan,0.0,nan,nan,nan,nan,47.0,12032.0,12538.65839382005,770048.0
74.33,-1.309999942779541,64.0,nan,0.0,nan,nan,nan,nan,48.0,12288.0,12793.88236628403,786432.0
76.1,-0.8600000143051147,64.0,nan,0.0,nan,nan,nan,nan,49.0,12544.0,13048.681092789047,802816.0
72.86,-0.9599999785423279,64.0,nan,0.0,nan,nan,nan,nan,50.0,12800.0,13302.743878401001,819200.0
