eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
76.38,-2.140000104904175,71.0,0.00022036749578546733,0.0,2.7078187465667725,-0.00040566615643911064,0.35489702224731445,-0.002751588821411133,1.0,256.0,228.74316096099938,16384.0
83.37,-2.0399999618530273,72.0,0.00011638296564342454,0.0,2.7072362899780273,-0.00024667070829309523,0.16239075362682343,0.02190375328063965,2.0,512.0,453.5080313760009,32768.0
82.4,-2.200000047683716,73.0,0.0002154854591935873,0.0,2.7065446376800537,-0.0006692977040074766,0.15520596504211426,0.09017187356948853,3.0,768.0,675.0456248290029,49152.0
89.14,-2.559999942779541,74.0,0.002087605418637395,0.0076090493239462376,2.7024056911468506,-0.002363641979172826,0.1399219036102295,0.20036250352859497,4.0,1024.0,895.1217691189995,65536.0
81.46,-2.430000066757202,74.0,0.002225147094577551,0.00994873046875,2.6896326541900635,-0.0039016951341181993,0.13937455415725708,0.28358763456344604,5.0,1280.0,1115.1979948389999,81920.0
82.55,-1.3700000047683716,74.0,0.002718578791245818,0.0123291015625,2.6938180923461914,-0.002655152464285493,0.11505993455648422,0.3977730870246887,6.0,1536.0,1334.222472147001,98304.0
83.71,-1.75,75.0,0.0026936240028589964,0.01857503317296505,2.685817003250122,-0.004150936845690012,0.12256529927253723,0.4249034523963928,7.0,1792.0,1552.1017759010028,114688.0
84.08,-0.9700000286102295,75.0,0.0033871822524815798,0.02284749411046505,2.689417600631714,-0.0043017021380364895,0.09165653586387634,0.447756826877594,8.0,2048.0,1769.2890945969993,131072.0
75.18,-1.9299999475479126,75.0,0.0026705863419920206,0.021240234375,2.683844566345215,-0.004142081364989281,0.12293687462806702,0.4721314311027527,9.0,2304.0,1987.1396174950023,147456.0
78.82,-0.9200000166893005,75.0,0.0035006694961339235,0.02396647073328495,2.682943105697632,-0.004982737358659506,0.09024138003587723,0.5570476055145264,10.0,2560.0,2202.976991382002,163840.0
77.12,-0.75,74.0,0.003698199288919568,0.0284423828125,2.67801833152771,-0.006423136685043573,0.0933128222823143,0.5198433101177216,11.0,2816.0,2421.7630489449984,180224.0
80.13,-0.8199999928474426,74.0,0.0033159060403704643,0.027587890625,2.6762845516204834,-0.005838864017277956,0.10022113472223282,0.5153166055679321,12.0,3072.0,2642.114657521004,196608.0
76.96,-0.7699999809265137,74.0,0.0037578726187348366,0.0327555350959301,2.670830726623535,-0.0076716323383152485,0.08250906318426132,0.5017868876457214,13.0,3328.0,2861.14707884,212992.0
80.42,-1.1699999570846558,75.0,0.0038332727272063494,0.0332438163459301,2.6613688468933105,-0.00752071151509881,0.08739780634641647,0.5266416668891907,14.0,3584.0,3079.0704896630014,229376.0
76.84,-1.0399999618530273,75.0,0.0038274580147117376,0.03068033792078495,2.6623616218566895,-0.00895115826278925,0.0728863924741745,0.5968050360679626,15.0,3840.0,3297.101917005002,245760.0
80.25,-0.9100000262260437,74.0,0.00434779142960906,0.0439249686896801,2.6594078540802,-0.0105707086622715,0.07874052226543427,0.5245000422000885,16.0,4096.0,3515.7568248179996,262144.0
78.71,-0.6399999856948853,75.0,0.004845637362450361,0.0528157539665699,2.660266637802124,-0.007478674408048391,0.08445397764444351,0.5697144269943237,17.0,4352.0,3732.922434969001,278528.0
76.37,-0.6200000047683716,75.0,0.005507420748472214,0.0633748397231102,2.6500606536865234,-0.01177015621215105,0.08010400831699371,0.5369545221328735,18.0,4608.0,3948.5172525519993,294912.0
76.92,-0.28999999165534973,75.0,0.0057084145955741405,0.0652872696518898,2.6529881954193115,-0.010976084508001804,0.07441408187150955,0.5016966760158539,19.0,4864.0,4166.5478952779995,311296.0
78.81,-0.27000001072883606,74.0,0.005483364686369896,0.05987548828125,2.6495747566223145,-0.01324144285172224,0.07580577582120895,0.5514014363288879,20.0,5120.0,4385.7831872620045,327680.0
77.32,-0.009999999776482582,74.0,0.005568003281950951,0.063232421875,2.6549947261810303,-0.011957342736423016,0.0765758752822876,0.49893850088119507,21.0,5376.0,4605.107954597002,344064.0
78.12,0.30000001192092896,74.0,0.0060324701480567455,0.07086181640625,2.6530768871307373,-0.012113742530345917,0.05586223676800728,0.4993097186088562,22.0,5632.0,4823.709030078,360448.0
81.15,0.49000000953674316,76.0,0.007543048355728388,0.0972086563706398,2.6386334896087646,-0.012908436357975006,0.06498638540506363,0.4519755244255066,23.0,5888.0,5038.12778341,376832.0
79.47,0.4300000071525574,75.0,0.006188876926898956,0.0721639022231102,2.630728244781494,-0.012141394428908825,0.05285707116127014,0.6157827973365784,24.0,6144.0,5254.789241025999,393216.0
77.35,0.6600000262260437,76.0,0.006273389328271151,0.0749308243393898,2.645998239517212,-0.013189776800572872,0.0550825297832489,0.5139651596546173,25.0,6400.0,5469.620853060998,409600.0
