eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
83.19,-1.850000023841858,70.0,0.0015291523886844516,0.0005696614389307797,2.7072346210479736,-4.7625468141632155e-05,0.34996286034584045,-0.009157657623291016,1.0,256.0,232.2242793700425,16384.0
84.57,-2.3399999141693115,71.0,0.0015052402159199119,0.0005086262826807797,2.7068872451782227,-8.907562732929364e-05,0.16924671828746796,0.030677974224090576,2.0,512.0,462.3672630340443,32768.0
83.62,-2.640000104904175,72.0,0.0018259029602631927,0.0020548503380268812,2.7057321071624756,-0.0010812293039634824,0.15566055476665497,0.124239981174469,3.0,768.0,688.8450785140158,49152.0
86.53,-2.0199999809265137,72.0,0.00352408061735332,0.01971435546875,2.6990129947662354,-0.002301697852090001,0.14414717257022858,0.21458405256271362,4.0,1024.0,914.5383705760469,65536.0
81.09,-3.0,72.0,0.0022716440726071596,0.0064290366135537624,2.69294810295105,-0.0019452160922810435,0.13764141499996185,0.3237457275390625,5.0,1280.0,1140.0417059260071,81920.0
81.99,-2.369999885559082,73.0,0.004128090105950832,0.0314127616584301,2.6848247051239014,-0.0035204885061830282,0.12986455857753754,0.41252440214157104,6.0,1536.0,1361.5906275970046,98304.0
84.91,-1.8300000429153442,74.0,0.004451907705515623,0.0387776680290699,2.6803805828094482,-0.004033113829791546,0.12699514627456665,0.4116198420524597,7.0,1792.0,1582.2522256410448,114688.0
81.82,-1.600000023841858,74.0,0.0037600528448820114,0.02728271484375,2.6729085445404053,-0.0037196932826191187,0.10850217938423157,0.3724004030227661,8.0,2048.0,1802.8616207630257,131072.0
86.38,-1.6799999475479126,74.0,0.004793467465788126,0.0420328788459301,2.655327320098877,-0.0049673584289848804,0.10608658939599991,0.46257591247558594,9.0,2304.0,2023.3280950850458,147456.0
77.24,-0.46000000834465027,74.0,0.0053146593272686005,0.0556640625,2.6506826877593994,-0.005441997665911913,0.08812060207128525,0.4406898617744446,10.0,2560.0,2244.2251887770253,163840.0
84.64,-1.2999999523162842,74.0,0.00533246761187911,0.0557861328125,2.6468145847320557,-0.007198757026344538,0.07833550870418549,0.5055387914180756,11.0,2816.0,2463.968267971999,180224.0
86.07,-1.2899999618530273,74.0,0.005156826693564653,0.0522257499396801,2.6393957138061523,-0.006015588063746691,0.08766142278909683,0.5360481142997742,12.0,3072.0,2683.9180052670417,196608.0
